Year,Ward Code,Ward Name,Ward Zone,Issue Type,Sub Issue,Total Complaints,Complaints Closed,Complaints Open Pending,Closure Rate Pct,Avg Days To Resolve,Citizen Charter Days,Days Exceeded Charter,Escalation Level Reached,Data Source
2017,N,Ghatkopar East & West,Eastern Suburbs,Drainage,Overflow / Flooding,205,169,36,82.4,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Drainage,Leaking Sewer Line,103,84,19,81.6,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Solid Waste Mgmt,Garbage Not Lifted,167,143,24,85.6,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,78,67,11,85.9,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Solid Waste Mgmt,Waste Burning,33,29,4,87.9,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Water Supply,Shortage of Water,180,158,22,87.8,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Water Supply,Water Contamination,57,50,7,87.7,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Water Supply,Leaking Water Pipeline,119,104,15,87.4,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Water Supply,Unauthorised Water Tapping,53,47,6,88.7,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Air Pollution,Construction Dust / Debris,15,13,2,86.7,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Air Pollution,Industrial Smoke / Emissions,13,11,2,84.6,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Street Lights,Street Light Not Working,162,153,9,94.4,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Trees,Tree Trimming Required,47,41,6,87.2,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Trees,Fallen / Dangerous Tree,20,18,2,90.0,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Buildings,Illegal Construction,50,32,18,64.0,31,30,1,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,N,Ghatkopar East & West,Eastern Suburbs,Toilets / Sanitation,Public Toilet Not Functional,43,37,6,86.0,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Roads,Bad Patches / Potholes,1128,982,146,87.1,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Roads,Resurfacing of Road,455,396,59,87.0,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Roads,Broken Footpath,237,206,31,86.9,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Drainage,Drainage Choke / Blockage,401,330,71,82.3,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Drainage,Overflow / Flooding,219,180,39,82.2,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Drainage,Leaking Sewer Line,109,90,19,82.6,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,179,153,26,85.5,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,83,71,12,85.5,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Solid Waste Mgmt,Waste Burning,36,31,5,86.1,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Water Supply,Shortage of Water,192,169,23,88.0,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Water Supply,Water Contamination,61,54,7,88.5,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Water Supply,Leaking Water Pipeline,127,111,16,87.4,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Water Supply,Unauthorised Water Tapping,57,50,7,87.7,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Air Pollution,Construction Dust / Debris,16,14,2,87.5,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,13,12,1,92.3,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Street Lights,Street Light Not Working,173,163,10,94.2,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Trees,Tree Trimming Required,50,44,6,88.0,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Trees,Fallen / Dangerous Tree,22,19,3,86.4,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Buildings,Illegal Construction,53,34,19,64.2,31,30,1,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/N,Goregaon / Malad,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,46,39,7,84.8,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Roads,Bad Patches / Potholes,940,818,122,87.0,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Roads,Resurfacing of Road,379,330,49,87.1,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Roads,Broken Footpath,197,172,25,87.3,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Drainage,Drainage Choke / Blockage,334,275,59,82.3,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Drainage,Overflow / Flooding,182,150,32,82.4,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Drainage,Leaking Sewer Line,91,75,16,82.4,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,149,127,22,85.2,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,69,59,10,85.5,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Solid Waste Mgmt,Waste Burning,30,25,5,83.3,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Water Supply,Shortage of Water,160,141,19,88.1,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Water Supply,Water Contamination,51,45,6,88.2,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Water Supply,Leaking Water Pipeline,106,93,13,87.7,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Water Supply,Unauthorised Water Tapping,47,42,5,89.4,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Air Pollution,Construction Dust / Debris,14,12,2,85.7,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,11,10,1,90.9,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Street Lights,Street Light Not Working,144,136,8,94.4,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Trees,Tree Trimming Required,42,36,6,85.7,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Trees,Fallen / Dangerous Tree,18,16,2,88.9,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Buildings,Illegal Construction,44,28,16,63.6,31,30,1,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,P/S,Borivali East / Dahisar,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,38,33,5,86.8,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Roads,Bad Patches / Potholes,823,716,107,87.0,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Roads,Resurfacing of Road,332,289,43,87.0,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Roads,Broken Footpath,172,150,22,87.2,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Drainage,Drainage Choke / Blockage,293,241,52,82.3,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Drainage,Overflow / Flooding,160,131,29,81.9,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Drainage,Leaking Sewer Line,80,66,14,82.5,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,130,111,19,85.4,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,61,52,9,85.2,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Solid Waste Mgmt,Waste Burning,26,22,4,84.6,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Water Supply,Shortage of Water,140,123,17,87.9,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Water Supply,Water Contamination,45,39,6,86.7,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Water Supply,Leaking Water Pipeline,92,81,11,88.0,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Water Supply,Unauthorised Water Tapping,41,36,5,87.8,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Air Pollution,Construction Dust / Debris,12,10,2,83.3,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,10,9,1,90.0,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Street Lights,Street Light Not Working,126,119,7,94.4,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Trees,Tree Trimming Required,37,32,5,86.5,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Trees,Fallen / Dangerous Tree,16,14,2,87.5,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Buildings,Illegal Construction,39,25,14,64.1,31,30,1,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/C,Kandivali East,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,33,29,4,87.9,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Roads,Bad Patches / Potholes,752,655,97,87.1,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Roads,Resurfacing of Road,303,264,39,87.1,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Roads,Broken Footpath,158,137,21,86.7,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Drainage,Drainage Choke / Blockage,268,220,48,82.1,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Drainage,Overflow / Flooding,146,120,26,82.2,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Drainage,Leaking Sewer Line,73,60,13,82.2,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,119,102,17,85.7,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,56,47,9,83.9,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Solid Waste Mgmt,Waste Burning,24,20,4,83.3,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Water Supply,Shortage of Water,128,113,15,88.3,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Water Supply,Water Contamination,41,36,5,87.8,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Water Supply,Leaking Water Pipeline,84,74,10,88.1,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Water Supply,Unauthorised Water Tapping,38,33,5,86.8,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Air Pollution,Construction Dust / Debris,11,10,1,90.9,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,9,8,1,88.9,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Street Lights,Street Light Not Working,115,109,6,94.8,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Trees,Tree Trimming Required,34,29,5,85.3,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Trees,Fallen / Dangerous Tree,14,12,2,85.7,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Buildings,Illegal Construction,35,22,13,62.9,31,30,1,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/N,Dahisar / Borivali,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,30,26,4,86.7,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Roads,Bad Patches / Potholes,893,777,116,87.0,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Roads,Resurfacing of Road,360,314,46,87.2,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Roads,Broken Footpath,187,163,24,87.2,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Drainage,Drainage Choke / Blockage,318,261,57,82.1,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Drainage,Overflow / Flooding,173,142,31,82.1,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Drainage,Leaking Sewer Line,87,71,16,81.6,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Solid Waste Mgmt,Garbage Not Lifted,141,121,20,85.8,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Solid Waste Mgmt,Illegal Dumping / Debris,66,56,10,84.8,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Solid Waste Mgmt,Waste Burning,28,24,4,85.7,6,3,3,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Water Supply,Shortage of Water,152,134,18,88.2,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Water Supply,Water Contamination,48,43,5,89.6,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Water Supply,Leaking Water Pipeline,100,88,12,88.0,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Water Supply,Unauthorised Water Tapping,45,40,5,88.9,9,7,2,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Air Pollution,Construction Dust / Debris,13,11,2,84.6,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Air Pollution,Industrial Smoke / Emissions,11,9,2,81.8,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Street Lights,Street Light Not Working,137,129,8,94.2,4,3,1,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Trees,Tree Trimming Required,40,35,5,87.5,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Trees,Fallen / Dangerous Tree,17,15,2,88.2,8,1,7,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Buildings,Illegal Construction,42,27,15,64.3,31,30,1,Level III,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,R/S,Kandivali West / Malad West,Western Suburbs,Toilets / Sanitation,Public Toilet Not Functional,36,31,5,86.1,5,3,2,Level 0 (Resolved in time),Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,S,Bhandup / Mulund West,Eastern Suburbs,Roads,Bad Patches / Potholes,940,818,122,87.0,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,S,Bhandup / Mulund West,Eastern Suburbs,Roads,Resurfacing of Road,379,330,49,87.1,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,S,Bhandup / Mulund West,Eastern Suburbs,Roads,Broken Footpath,197,172,25,87.3,14,15,0,Level I,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
2017,S,Bhandup / Mulund West,Eastern Suburbs,Drainage,Drainage Choke / Blockage,334,275,59,82.3,16,7,9,Level II,Praja Foundation - Civic Issues Mumbai 2018 (RTI from CCRS)
